cod_rest,latitud,longitud,latitud_rest,longitud_rest,comision,canal,medio,nom_rest,fecha_trans,valor_trans
149,3.465755,-76.521846,3.465755,-76.521846,103.0,tictuk,TICTUK,TERMINAL CAL,2023-07-14,859.0
37,3.425126,-76.540525,3.425126,-76.540525,1106.0,app,Android,ROOSEVELT,2023-07-14,10056.0
26,3.465128,-76.500496,3.465128,-76.500496,26.0,ifood,MARKETPLACE,UNICO CALI,2023-07-14,201.0
134,3.369237,-76.527519,3.369237,-76.527519,329.0,web,Web,JARDIN PLAZA,2023-07-14,3289.0
158,3.434722,-76.541968,3.434722,-76.541968,509.0,app,Ios,SAN FERNANDO,2023-07-14,4626.0
45,3.419646,-76.539767,3.419646,-76.539767,1228.0,callcenter,CallCenter,PALMETTO PLAZA,2023-07-14,12285.0
26,3.465128,-76.500496,3.465128,-76.500496,510.0,ifood,Marketifood,UNICO CALI,2023-07-14,3926.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1320.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-14,10999.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1388.0,web,Web,CIUDAD CORDOBA,2023-07-14,13885.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1394.0,tictuk,TICTUK,PASO ANCHO ,2023-07-14,11614.0
133,3.41587,-76.540117,3.41587,-76.540117,444.0,callcenter,CallCenter,COSMOCENTRO,2023-07-14,4443.0
45,3.419646,-76.539767,3.419646,-76.539767,1382.0,app,Ios,PALMETTO PLAZA,2023-07-14,12567.0
37,3.425126,-76.540525,3.425126,-76.540525,546.0,rappi,Rappi,ROOSEVELT,2023-07-14,3767.0
37,3.425126,-76.540525,3.425126,-76.540525,1595.0,didi,didi,ROOSEVELT,2023-07-14,11394.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,565.0,app,Ios,CIUDAD CORDOBA,2023-07-14,5133.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,43.0,app,Android,PASO ANCHO ,2023-07-14,392.0
26,3.465128,-76.500496,3.465128,-76.500496,699.0,didi,didi,UNICO CALI,2023-07-14,4994.0
61,3.465173,-76.530913,3.465173,-76.530913,508.0,callcenter,CallCenter,AV SEXTA,2023-07-14,5076.0
61,3.465173,-76.530913,3.465173,-76.530913,99.0,web,Web,AV SEXTA,2023-07-14,987.0
27,3.373917,-76.53903,3.373917,-76.53903,5.0,app,Android,UNICENTRO CALI,2023-07-14,41.0
133,3.41587,-76.540117,3.41587,-76.540117,482.0,app,Android,COSMOCENTRO,2023-07-14,4386.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1013.0,ifood,MARKETPLACE,PASO ANCHO ,2023-07-14,7794.0
37,3.425126,-76.540525,3.425126,-76.540525,627.0,tictuk,TICTUK,ROOSEVELT,2023-07-14,5224.0
158,3.434722,-76.541968,3.434722,-76.541968,356.0,web,Web,SAN FERNANDO,2023-07-14,3562.0
37,3.425126,-76.540525,3.425126,-76.540525,435.0,ifood,LOGISTIC,ROOSEVELT,2023-07-14,3343.0
45,3.419646,-76.539767,3.419646,-76.539767,1834.0,rappi,Rappi,PALMETTO PLAZA,2023-07-14,12648.0
37,3.425126,-76.540525,3.425126,-76.540525,1043.0,web,Web,ROOSEVELT,2023-07-14,10429.0
27,3.373917,-76.53903,3.373917,-76.53903,421.0,web,Web,UNICENTRO CALI,2023-07-14,4206.0
26,3.465128,-76.500496,3.465128,-76.500496,465.0,didi,didi,UNICO CALI,2023-07-14,3323.0
61,3.465173,-76.530913,3.465173,-76.530913,42.0,web,Web,AV SEXTA,2023-07-14,415.0
134,3.369237,-76.527519,3.369237,-76.527519,572.0,didi,didi,JARDIN PLAZA,2023-07-14,4087.0
133,3.41587,-76.540117,3.41587,-76.540117,710.0,rappi,Rappi,COSMOCENTRO,2023-07-14,4896.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,407.0,web,Web,CIUDAD CORDOBA,2023-07-14,4069.0
27,3.373917,-76.53903,3.373917,-76.53903,479.0,tictuk,TICTUK,UNICENTRO CALI,2023-07-14,3995.0
134,3.369237,-76.527519,3.369237,-76.527519,690.0,ifood,MARKETPLACE,JARDIN PLAZA,2023-07-14,5309.0
60,3.476362,-76.527899,3.476362,-76.527899,528.0,didi,didi,CHIPICHAPE,2023-07-14,3768.0
61,3.465173,-76.530913,3.465173,-76.530913,367.0,web,Web,AV SEXTA,2023-07-14,3672.0
27,3.373917,-76.53903,3.373917,-76.53903,667.0,rappi,Rappi,UNICENTRO CALI,2023-07-14,4599.0
26,3.465128,-76.500496,3.465128,-76.500496,57.0,web,Web,UNICO CALI,2023-07-14,570.0
133,3.41587,-76.540117,3.41587,-76.540117,1227.0,callcenter,CallCenter,COSMOCENTRO,2023-07-14,12269.0
37,3.425126,-76.540525,3.425126,-76.540525,1389.0,ifood,MARKETPLACE,ROOSEVELT,2023-07-14,10683.0
60,3.476362,-76.527899,3.476362,-76.527899,533.0,tictuk,TICTUK,CHIPICHAPE,2023-07-14,4439.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,625.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-14,5212.0
149,3.465755,-76.521846,3.465755,-76.521846,585.0,rappi,Rappi,TERMINAL CAL,2023-07-14,4034.0
37,3.425126,-76.540525,3.425126,-76.540525,550.0,tictuk,TICTUK,ROOSEVELT,2023-07-14,4585.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,560.0,rappi,Rappi,CIUDAD CORDOBA,2023-07-14,3864.0
149,3.465755,-76.521846,3.465755,-76.521846,172.0,tictuk,TICTUK,TERMINAL CAL,2023-07-14,1431.0
27,3.373917,-76.53903,3.373917,-76.53903,797.0,didi,didi,UNICENTRO CALI,2023-07-14,5694.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,526.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-14,4380.0
45,3.419646,-76.539767,3.419646,-76.539767,456.0,web,Web,PALMETTO PLAZA,2023-07-14,4565.0
27,3.373917,-76.53903,3.373917,-76.53903,684.0,didi,didi,UNICENTRO CALI,2023-07-14,4889.0
115,3.384993,-76.52411,3.384993,-76.52411,1333.0,ifood,Marketifood,CANEY,2023-07-14,10252.0
27,3.373917,-76.53903,3.373917,-76.53903,57.0,ifood,LOGISTIC,UNICENTRO CALI,2023-07-14,436.0
133,3.41587,-76.540117,3.41587,-76.540117,544.0,ifood,MARKETPLACE,COSMOCENTRO,2023-07-14,4186.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1396.0,app,Ios,CIUDAD CORDOBA,2023-07-14,12690.0
115,3.384993,-76.52411,3.384993,-76.52411,523.0,tictuk,TICTUK,CANEY,2023-07-15,4357.0
149,3.465755,-76.521846,3.465755,-76.521846,363.0,callcenter,CallCenter,TERMINAL CAL,2023-07-15,3632.0
26,3.465128,-76.500496,3.465128,-76.500496,1521.0,tictuk,TICTUK,UNICO CALI,2023-07-15,12675.0
133,3.41587,-76.540117,3.41587,-76.540117,1497.0,rappi,Rappi,COSMOCENTRO,2023-07-15,10327.0
149,3.465755,-76.521846,3.465755,-76.521846,1216.0,web,Web,TERMINAL CAL,2023-07-15,12164.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,554.0,web,Web,PASO ANCHO ,2023-07-15,5545.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,473.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-15,3943.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,102.0,ifood,Marketifood,PASO ANCHO ,2023-07-15,782.0
37,3.425126,-76.540525,3.425126,-76.540525,402.0,app,Ios,ROOSEVELT,2023-07-15,3651.0
37,3.425126,-76.540525,3.425126,-76.540525,634.0,didi,didi,ROOSEVELT,2023-07-15,4531.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1002.0,web,Web,PASO ANCHO ,2023-07-15,10016.0
134,3.369237,-76.527519,3.369237,-76.527519,547.0,app,Android,JARDIN PLAZA,2023-07-15,4976.0
133,3.41587,-76.540117,3.41587,-76.540117,575.0,app,Android,COSMOCENTRO,2023-07-15,5228.0
158,3.434722,-76.541968,3.434722,-76.541968,663.0,rappi,Rappi,SAN FERNANDO,2023-07-15,4573.0
115,3.384993,-76.52411,3.384993,-76.52411,651.0,didi,didi,CANEY,2023-07-15,4653.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,47.0,rappi,Rappi,PASO ANCHO ,2023-07-15,322.0
134,3.369237,-76.527519,3.369237,-76.527519,378.0,callcenter,CallCenter,JARDIN PLAZA,2023-07-15,3777.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1618.0,ifood,MARKETIFOOD,PASO ANCHO ,2023-07-15,12449.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,469.0,web,Web,CIUDAD CORDOBA,2023-07-15,4690.0
45,3.419646,-76.539767,3.419646,-76.539767,414.0,tictuk,TICTUK,PALMETTO PLAZA,2023-07-15,3454.0
134,3.369237,-76.527519,3.369237,-76.527519,413.0,tictuk,TICTUK,JARDIN PLAZA,2023-07-15,3442.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,501.0,ifood,Marketifood,CIUDAD CORDOBA,2023-07-15,3853.0
60,3.476362,-76.527899,3.476362,-76.527899,874.0,tictuk,TICTUK,CHIPICHAPE,2023-07-15,7284.0
115,3.384993,-76.52411,3.384993,-76.52411,356.0,callcenter,CallCenter,CANEY,2023-07-15,3560.0
26,3.465128,-76.500496,3.465128,-76.500496,781.0,didi,didi,UNICO CALI,2023-07-15,5577.0
61,3.465173,-76.530913,3.465173,-76.530913,1908.0,rappi,Rappi,AV SEXTA,2023-07-15,13159.0
133,3.41587,-76.540117,3.41587,-76.540117,841.0,tictuk,TICTUK,COSMOCENTRO,2023-07-15,7009.0
134,3.369237,-76.527519,3.369237,-76.527519,1058.0,app,Ios,JARDIN PLAZA,2023-07-15,9622.0
60,3.476362,-76.527899,3.476362,-76.527899,632.0,app,Android,CHIPICHAPE,2023-07-15,5750.0
26,3.465128,-76.500496,3.465128,-76.500496,456.0,app,Android,UNICO CALI,2023-07-15,4141.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1700.0,didi,didi,PASO ANCHO ,2023-07-15,12143.0
133,3.41587,-76.540117,3.41587,-76.540117,413.0,tictuk,TICTUK,COSMOCENTRO,2023-07-15,3445.0
149,3.465755,-76.521846,3.465755,-76.521846,1270.0,ifood,MARKETIFOOD,TERMINAL CAL,2023-07-15,9772.0
134,3.369237,-76.527519,3.369237,-76.527519,111.0,didi,didi,JARDIN PLAZA,2023-07-15,792.0
61,3.465173,-76.530913,3.465173,-76.530913,405.0,web,Web,AV SEXTA,2023-07-15,4049.0
149,3.465755,-76.521846,3.465755,-76.521846,1302.0,callcenter,CallCenter,TERMINAL CAL,2023-07-15,13022.0
61,3.465173,-76.530913,3.465173,-76.530913,300.0,callcenter,CallCenter,AV SEXTA,2023-07-15,3003.0
133,3.41587,-76.540117,3.41587,-76.540117,1007.0,callcenter,CallCenter,COSMOCENTRO,2023-07-15,10066.0
27,3.373917,-76.53903,3.373917,-76.53903,468.0,ifood,LOGISTIC,UNICENTRO CALI,2023-07-15,3599.0
158,3.434722,-76.541968,3.434722,-76.541968,34.0,callcenter,CallCenter,SAN FERNANDO,2023-07-15,343.0
133,3.41587,-76.540117,3.41587,-76.540117,384.0,callcenter,CallCenter,COSMOCENTRO,2023-07-15,3836.0
149,3.465755,-76.521846,3.465755,-76.521846,327.0,app,Ios,TERMINAL CAL,2023-07-15,2976.0
149,3.465755,-76.521846,3.465755,-76.521846,1709.0,didi,didi,TERMINAL CAL,2023-07-15,12207.0
158,3.434722,-76.541968,3.434722,-76.541968,117.0,ifood,Marketifood,SAN FERNANDO,2023-07-15,899.0
115,3.384993,-76.52411,3.384993,-76.52411,487.0,tictuk,TICTUK,CANEY,2023-07-15,4058.0
60,3.476362,-76.527899,3.476362,-76.527899,517.0,web,Web,CHIPICHAPE,2023-07-15,5170.0
26,3.465128,-76.500496,3.465128,-76.500496,521.0,web,Web,UNICO CALI,2023-07-15,5213.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,426.0,app,Ios,CIUDAD CORDOBA,2023-07-15,3877.0
134,3.369237,-76.527519,3.369237,-76.527519,432.0,web,Web,JARDIN PLAZA,2023-07-15,4317.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,396.0,tictuk,TICTUK,PASO ANCHO ,2023-07-15,3300.0
158,3.434722,-76.541968,3.434722,-76.541968,1311.0,ifood,LOGISTIC,SAN FERNANDO,2023-07-15,10081.0
134,3.369237,-76.527519,3.369237,-76.527519,502.0,web,Web,JARDIN PLAZA,2023-07-15,5016.0
133,3.41587,-76.540117,3.41587,-76.540117,598.0,callcenter,CallCenter,COSMOCENTRO,2023-07-15,5978.0
26,3.465128,-76.500496,3.465128,-76.500496,593.0,tictuk,TICTUK,UNICO CALI,2023-07-15,4943.0
133,3.41587,-76.540117,3.41587,-76.540117,37.0,rappi,Rappi,COSMOCENTRO,2023-07-15,254.0
27,3.373917,-76.53903,3.373917,-76.53903,1061.0,web,Web,UNICENTRO CALI,2023-07-15,10606.0
149,3.465755,-76.521846,3.465755,-76.521846,554.0,didi,didi,TERMINAL CAL,2023-07-15,3960.0
133,3.41587,-76.540117,3.41587,-76.540117,1376.0,app,Android,COSMOCENTRO,2023-07-15,12512.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,110.0,app,Ios,PASO ANCHO ,2023-07-15,1004.0
60,3.476362,-76.527899,3.476362,-76.527899,559.0,app,Android,CHIPICHAPE,2023-07-15,5079.0
115,3.384993,-76.52411,3.384993,-76.52411,1186.0,ifood,Marketifood,CANEY,2023-07-15,9125.0
158,3.434722,-76.541968,3.434722,-76.541968,758.0,didi,didi,SAN FERNANDO,2023-07-15,5416.0
158,3.434722,-76.541968,3.434722,-76.541968,495.0,web,Web,SAN FERNANDO,2023-07-15,4950.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,494.0,callcenter,CallCenter,CIUDAD CORDOBA,2023-07-15,4944.0
158,3.434722,-76.541968,3.434722,-76.541968,40.0,tictuk,TICTUK,SAN FERNANDO,2023-07-15,337.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,503.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-16,4188.0
60,3.476362,-76.527899,3.476362,-76.527899,1751.0,rappi,Rappi,CHIPICHAPE,2023-07-16,12074.0
27,3.373917,-76.53903,3.373917,-76.53903,377.0,callcenter,CallCenter,UNICENTRO CALI,2023-07-16,3771.0
45,3.419646,-76.539767,3.419646,-76.539767,148.0,callcenter,CallCenter,PALMETTO PLAZA,2023-07-16,1484.0
115,3.384993,-76.52411,3.384993,-76.52411,1519.0,tictuk,TICTUK,CANEY,2023-07-16,12660.0
134,3.369237,-76.527519,3.369237,-76.527519,1364.0,ifood,MARKETPLACE,JARDIN PLAZA,2023-07-16,10489.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1299.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-16,10827.0
37,3.425126,-76.540525,3.425126,-76.540525,1539.0,ifood,Marketifood,ROOSEVELT,2023-07-16,11840.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1506.0,ifood,MARKETPLACE,PASO ANCHO ,2023-07-16,11585.0
115,3.384993,-76.52411,3.384993,-76.52411,171.0,didi,didi,CANEY,2023-07-16,1223.0
149,3.465755,-76.521846,3.465755,-76.521846,414.0,callcenter,CallCenter,TERMINAL CAL,2023-07-16,4141.0
134,3.369237,-76.527519,3.369237,-76.527519,682.0,ifood,LOGISTIC,JARDIN PLAZA,2023-07-16,5243.0
61,3.465173,-76.530913,3.465173,-76.530913,635.0,didi,didi,AV SEXTA,2023-07-16,4538.0
37,3.425126,-76.540525,3.425126,-76.540525,421.0,callcenter,CallCenter,ROOSEVELT,2023-07-16,4212.0
27,3.373917,-76.53903,3.373917,-76.53903,510.0,ifood,LOGISTIC,UNICENTRO CALI,2023-07-16,3926.0
60,3.476362,-76.527899,3.476362,-76.527899,1542.0,tictuk,TICTUK,CHIPICHAPE,2023-07-16,12852.0
60,3.476362,-76.527899,3.476362,-76.527899,712.0,ifood,Marketifood,CHIPICHAPE,2023-07-16,5474.0
115,3.384993,-76.52411,3.384993,-76.52411,916.0,web,Web,CANEY,2023-07-16,9163.0
45,3.419646,-76.539767,3.419646,-76.539767,965.0,ifood,MARKETPLACE,PALMETTO PLAZA,2023-07-16,7426.0
115,3.384993,-76.52411,3.384993,-76.52411,630.0,didi,didi,CANEY,2023-07-16,4501.0
37,3.425126,-76.540525,3.425126,-76.540525,338.0,callcenter,CallCenter,ROOSEVELT,2023-07-16,3385.0
60,3.476362,-76.527899,3.476362,-76.527899,608.0,web,Web,CHIPICHAPE,2023-07-16,6085.0
26,3.465128,-76.500496,3.465128,-76.500496,1107.0,callcenter,CallCenter,UNICO CALI,2023-07-16,11068.0
26,3.465128,-76.500496,3.465128,-76.500496,749.0,rappi,Rappi,UNICO CALI,2023-07-16,5163.0
37,3.425126,-76.540525,3.425126,-76.540525,3.0,ifood,MARKETPLACE,ROOSEVELT,2023-07-16,22.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,506.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-16,4219.0
149,3.465755,-76.521846,3.465755,-76.521846,650.0,rappi,Rappi,TERMINAL CAL,2023-07-16,4485.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,586.0,ifood,Marketifood,PASO ANCHO ,2023-07-16,4505.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1344.0,rappi,Rappi,PASO ANCHO ,2023-07-16,9268.0
60,3.476362,-76.527899,3.476362,-76.527899,2.0,app,Ios,CHIPICHAPE,2023-07-16,20.0
27,3.373917,-76.53903,3.373917,-76.53903,503.0,rappi,Rappi,UNICENTRO CALI,2023-07-16,3466.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,968.0,web,Web,PASO ANCHO ,2023-07-16,9682.0
37,3.425126,-76.540525,3.425126,-76.540525,444.0,web,Web,ROOSEVELT,2023-07-16,4437.0
158,3.434722,-76.541968,3.434722,-76.541968,489.0,app,Android,SAN FERNANDO,2023-07-16,4446.0
45,3.419646,-76.539767,3.419646,-76.539767,472.0,web,Web,PALMETTO PLAZA,2023-07-16,4716.0
26,3.465128,-76.500496,3.465128,-76.500496,1492.0,rappi,Rappi,UNICO CALI,2023-07-16,10293.0
115,3.384993,-76.52411,3.384993,-76.52411,334.0,web,Web,CANEY,2023-07-16,3341.0
26,3.465128,-76.500496,3.465128,-76.500496,552.0,web,Web,UNICO CALI,2023-07-16,5523.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1154.0,tictuk,TICTUK,CIUDAD CORDOBA,2023-07-16,9615.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,637.0,ifood,MARKETPLACE,PASO ANCHO ,2023-07-16,4897.0
27,3.373917,-76.53903,3.373917,-76.53903,473.0,app,Ios,UNICENTRO CALI,2023-07-16,4302.0
134,3.369237,-76.527519,3.369237,-76.527519,473.0,ifood,MARKETIFOOD,JARDIN PLAZA,2023-07-16,3638.0
158,3.434722,-76.541968,3.434722,-76.541968,1257.0,tictuk,TICTUK,SAN FERNANDO,2023-07-16,10478.0
134,3.369237,-76.527519,3.369237,-76.527519,1378.0,web,Web,JARDIN PLAZA,2023-07-16,13779.0
60,3.476362,-76.527899,3.476362,-76.527899,1361.0,rappi,Rappi,CHIPICHAPE,2023-07-16,9389.0
115,3.384993,-76.52411,3.384993,-76.52411,457.0,callcenter,CallCenter,CANEY,2023-07-16,4572.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,91.0,web,Web,CIUDAD CORDOBA,2023-07-16,906.0
134,3.369237,-76.527519,3.369237,-76.527519,424.0,callcenter,CallCenter,JARDIN PLAZA,2023-07-16,4235.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,423.0,ifood,MARKETIFOOD,PASO ANCHO ,2023-07-16,3253.0
133,3.41587,-76.540117,3.41587,-76.540117,828.0,ifood,LOGISTIC,COSMOCENTRO,2023-07-16,6367.0
158,3.434722,-76.541968,3.434722,-76.541968,487.0,rappi,Rappi,SAN FERNANDO,2023-07-16,3362.0
133,3.41587,-76.540117,3.41587,-76.540117,575.0,didi,didi,COSMOCENTRO,2023-07-16,4107.0
61,3.465173,-76.530913,3.465173,-76.530913,409.0,app,Android,AV SEXTA,2023-07-16,3716.0
158,3.434722,-76.541968,3.434722,-76.541968,611.0,rappi,Rappi,SAN FERNANDO,2023-07-16,4213.0
26,3.465128,-76.500496,3.465128,-76.500496,450.0,web,Web,UNICO CALI,2023-07-16,4500.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,111.0,rappi,Rappi,CIUDAD CORDOBA,2023-07-16,764.0
149,3.465755,-76.521846,3.465755,-76.521846,1707.0,rappi,Rappi,TERMINAL CAL,2023-07-16,11772.0
26,3.465128,-76.500496,3.465128,-76.500496,1819.0,didi,didi,UNICO CALI,2023-07-16,12994.0
149,3.465755,-76.521846,3.465755,-76.521846,644.0,ifood,MARKETPLACE,TERMINAL CAL,2023-07-16,4957.0
133,3.41587,-76.540117,3.41587,-76.540117,1418.0,didi,didi,COSMOCENTRO,2023-07-16,10126.0
134,3.369237,-76.527519,3.369237,-76.527519,428.0,callcenter,CallCenter,JARDIN PLAZA,2023-07-16,4284.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1159.0,app,Android,CIUDAD CORDOBA,2023-07-16,10538.0
61,3.465173,-76.530913,3.465173,-76.530913,480.0,callcenter,CallCenter,AV SEXTA,2023-07-16,4795.0
26,3.465128,-76.500496,3.465128,-76.500496,1620.0,tictuk,TICTUK,UNICO CALI,2023-07-16,13496.0
115,3.384993,-76.52411,3.384993,-76.52411,1601.0,ifood,MARKETPLACE,CANEY,2023-07-16,12317.0
149,3.465755,-76.521846,3.465755,-76.521846,28.0,tictuk,TICTUK,TERMINAL CAL,2023-07-17,233.0
149,3.465755,-76.521846,3.465755,-76.521846,425.0,web,Web,TERMINAL CAL,2023-07-17,4246.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,82.0,didi,didi,CIUDAD CORDOBA,2023-07-17,584.0
133,3.41587,-76.540117,3.41587,-76.540117,111.0,tictuk,TICTUK,COSMOCENTRO,2023-07-17,925.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,455.0,didi,didi,PASO ANCHO ,2023-07-17,3253.0
45,3.419646,-76.539767,3.419646,-76.539767,1322.0,ifood,Marketifood,PALMETTO PLAZA,2023-07-17,10171.0
27,3.373917,-76.53903,3.373917,-76.53903,550.0,rappi,Rappi,UNICENTRO CALI,2023-07-17,3791.0
149,3.465755,-76.521846,3.465755,-76.521846,105.0,tictuk,TICTUK,TERMINAL CAL,2023-07-17,879.0
27,3.373917,-76.53903,3.373917,-76.53903,544.0,callcenter,CallCenter,UNICENTRO CALI,2023-07-17,5445.0
61,3.465173,-76.530913,3.465173,-76.530913,205.0,ifood,Marketifood,AV SEXTA,2023-07-17,1575.0
37,3.425126,-76.540525,3.425126,-76.540525,395.0,app,Ios,ROOSEVELT,2023-07-17,3593.0
115,3.384993,-76.52411,3.384993,-76.52411,627.0,rappi,Rappi,CANEY,2023-07-17,4321.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,557.0,app,Ios,CIUDAD CORDOBA,2023-07-17,5065.0
27,3.373917,-76.53903,3.373917,-76.53903,61.0,ifood,LOGISTIC,UNICENTRO CALI,2023-07-17,473.0
134,3.369237,-76.527519,3.369237,-76.527519,1085.0,didi,didi,JARDIN PLAZA,2023-07-17,7749.0
26,3.465128,-76.500496,3.465128,-76.500496,430.0,web,Web,UNICO CALI,2023-07-17,4299.0
26,3.465128,-76.500496,3.465128,-76.500496,506.0,web,Web,UNICO CALI,2023-07-17,5061.0
45,3.419646,-76.539767,3.419646,-76.539767,187.0,didi,didi,PALMETTO PLAZA,2023-07-17,1338.0
27,3.373917,-76.53903,3.373917,-76.53903,628.0,tictuk,TICTUK,UNICENTRO CALI,2023-07-17,5233.0
158,3.434722,-76.541968,3.434722,-76.541968,503.0,app,Ios,SAN FERNANDO,2023-07-17,4571.0
115,3.384993,-76.52411,3.384993,-76.52411,23.0,rappi,Rappi,CANEY,2023-07-17,159.0
45,3.419646,-76.539767,3.419646,-76.539767,421.0,web,Web,PALMETTO PLAZA,2023-07-17,4213.0
133,3.41587,-76.540117,3.41587,-76.540117,397.0,app,Ios,COSMOCENTRO,2023-07-17,3609.0
27,3.373917,-76.53903,3.373917,-76.53903,207.0,app,Ios,UNICENTRO CALI,2023-07-17,1882.0
45,3.419646,-76.539767,3.419646,-76.539767,842.0,tictuk,TICTUK,PALMETTO PLAZA,2023-07-17,7014.0
133,3.41587,-76.540117,3.41587,-76.540117,446.0,app,Android,COSMOCENTRO,2023-07-17,4050.0
26,3.465128,-76.500496,3.465128,-76.500496,332.0,callcenter,CallCenter,UNICO CALI,2023-07-17,3319.0
37,3.425126,-76.540525,3.425126,-76.540525,465.0,app,Ios,ROOSEVELT,2023-07-17,4230.0
37,3.425126,-76.540525,3.425126,-76.540525,330.0,web,Web,ROOSEVELT,2023-07-17,3296.0
134,3.369237,-76.527519,3.369237,-76.527519,1495.0,ifood,MARKETPLACE,JARDIN PLAZA,2023-07-17,11497.0
134,3.369237,-76.527519,3.369237,-76.527519,429.0,callcenter,CallCenter,JARDIN PLAZA,2023-07-17,4287.0
133,3.41587,-76.540117,3.41587,-76.540117,26.0,web,Web,COSMOCENTRO,2023-07-17,255.0
149,3.465755,-76.521846,3.465755,-76.521846,61.0,web,Web,TERMINAL CAL,2023-07-17,611.0
158,3.434722,-76.541968,3.434722,-76.541968,1350.0,ifood,MARKETIFOOD,SAN FERNANDO,2023-07-17,10384.0
115,3.384993,-76.52411,3.384993,-76.52411,441.0,app,Android,CANEY,2023-07-17,4010.0
133,3.41587,-76.540117,3.41587,-76.540117,94.0,callcenter,CallCenter,COSMOCENTRO,2023-07-17,935.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,524.0,app,Android,PASO ANCHO ,2023-07-17,4763.0
37,3.425126,-76.540525,3.425126,-76.540525,1040.0,app,Android,ROOSEVELT,2023-07-17,9457.0
27,3.373917,-76.53903,3.373917,-76.53903,1485.0,ifood,LOGISTIC,UNICENTRO CALI,2023-07-17,11420.0
60,3.476362,-76.527899,3.476362,-76.527899,316.0,callcenter,CallCenter,CHIPICHAPE,2023-07-17,3161.0
37,3.425126,-76.540525,3.425126,-76.540525,627.0,rappi,Rappi,ROOSEVELT,2023-07-17,4327.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,462.0,app,Android,CIUDAD CORDOBA,2023-07-17,4204.0
60,3.476362,-76.527899,3.476362,-76.527899,1051.0,web,Web,CHIPICHAPE,2023-07-17,10506.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1690.0,ifood,MARKETPLACE,CIUDAD CORDOBA,2023-07-17,13003.0
26,3.465128,-76.500496,3.465128,-76.500496,606.0,tictuk,TICTUK,UNICO CALI,2023-07-17,5054.0
45,3.419646,-76.539767,3.419646,-76.539767,1647.0,didi,didi,PALMETTO PLAZA,2023-07-17,11765.0
37,3.425126,-76.540525,3.425126,-76.540525,514.0,tictuk,TICTUK,ROOSEVELT,2023-07-17,4287.0
158,3.434722,-76.541968,3.434722,-76.541968,676.0,callcenter,CallCenter,SAN FERNANDO,2023-07-17,6756.0
149,3.465755,-76.521846,3.465755,-76.521846,523.0,tictuk,TICTUK,TERMINAL CAL,2023-07-17,4358.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,479.0,app,Android,CIUDAD CORDOBA,2023-07-17,4358.0
